srun --overcommit -p batch -N 1 -n 200 ./APSP_MPI_sync testcase/v200_e200.in v200_e200.out 200
162, 0.780274, 0.171527, 0.067915, 0.171527, 0.059496, 0.309810
38, 0.781017, 0.171862, 0.085659, 0.171862, 0.061971, 0.289662
172, 0.780002, 0.171593, 0.016198, 0.171593, 0.002992, 0.417625
181, 0.779872, 0.171562, 0.048832, 0.171562, 0.007496, 0.380420
192, 0.780356, 0.171689, 0.043267, 0.171689, 0.003113, 0.390598
41, 0.781008, 0.171845, 0.010553, 0.171845, 0.011432, 0.415333
44, 0.780619, 0.171858, 0.021051, 0.171858, 0.005249, 0.410604
46, 0.780861, 0.171718, 0.015522, 0.171718, 0.077329, 0.344573
193, 0.780048, 0.171685, 0.104089, 0.171685, 0.023740, 0.308848
47, 0.781137, 0.171816, 0.012492, 0.171816, 0.056566, 0.368447
196, 0.779781, 0.171674, 0.061837, 0.171674, 0.003071, 0.371525
48, 0.780577, 0.171738, 0.027851, 0.171738, 0.005680, 0.403569
198, 0.780348, 0.171721, 0.016586, 0.171721, 0.098720, 0.321601
100, 0.780209, 0.171892, 0.026392, 0.171892, 0.007421, 0.402612
53, 0.780529, 0.171797, 0.027685, 0.171797, 0.027304, 0.381946
54, 0.780259, 0.171705, 0.013195, 0.171705, 0.005425, 0.418229
105, 0.781164, 0.171793, 0.123564, 0.171793, 0.025430, 0.288584
58, 0.779802, 0.171689, 0.019326, 0.171689, 0.124900, 0.292198
115, 0.780348, 0.171689, 0.066963, 0.171689, 0.005664, 0.364343
60, 0.781039, 0.171936, 0.042279, 0.171936, 0.003399, 0.391490
117, 0.780676, 0.171909, 0.024413, 0.171909, 0.063462, 0.348984
65, 0.780952, 0.171814, 0.046186, 0.171814, 0.004483, 0.386655
123, 0.780077, 0.171773, 0.024742, 0.171773, 0.003529, 0.408260
125, 0.781088, 0.171759, 0.111316, 0.171759, 0.003353, 0.322901
70, 0.780816, 0.171684, 0.122091, 0.171684, 0.025026, 0.290332
127, 0.781043, 0.171870, 0.039435, 0.171870, 0.016078, 0.381790
71, 0.781297, 0.171863, 0.122010, 0.171863, 0.026123, 0.289438
130, 0.780389, 0.171871, 0.047744, 0.171871, 0.068459, 0.320444
73, 0.780692, 0.171725, 0.022494, 0.171725, 0.006061, 0.408687
143, 0.781265, 0.171831, 0.011655, 0.171831, 0.005592, 0.420357
76, 0.781173, 0.171736, 0.029505, 0.171736, 0.039904, 0.368292
77, 0.781204, 0.171840, 0.082570, 0.171840, 0.003681, 0.351273
78, 0.780241, 0.171644, 0.064481, 0.171644, 0.009170, 0.363302
146, 0.781074, 0.171784, 0.042405, 0.171784, 0.005447, 0.389654
155, 0.781246, 0.171730, 0.024057, 0.171730, 0.003623, 0.410107
161, 0.780479, 0.171973, 0.041692, 0.171973, 0.005033, 0.389807
79, 0.781174, 0.171827, 0.068239, 0.171827, 0.042848, 0.326432
84, 0.780885, 0.171786, 0.018409, 0.171786, 0.051768, 0.367137
165, 0.780018, 0.171859, 0.012230, 0.171859, 0.022231, 0.401839
88, 0.779973, 0.171846, 0.027605, 0.171846, 0.061253, 0.347423
168, 0.780799, 0.171791, 0.027983, 0.171791, 0.105635, 0.303598
3, 0.780997, 0.171957, 0.018865, 0.171957, 0.081426, 0.336791
174, 0.779729, 0.171787, 0.027114, 0.171787, 0.094859, 0.314183
32, 0.780551, 0.172022, 0.068974, 0.172022, 0.004196, 0.363336
185, 0.780243, 0.171809, 0.029086, 0.171809, 0.002632, 0.404907
197, 0.780141, 0.171890, 0.040643, 0.171890, 0.094321, 0.301395
33, 0.780497, 0.171984, 0.070609, 0.171984, 0.077003, 0.288918
199, 0.780995, 0.171925, 0.025007, 0.171925, 0.004802, 0.407335
107, 0.780382, 0.171912, 0.081101, 0.171912, 0.044835, 0.310622
39, 0.781372, 0.171988, 0.089120, 0.171988, 0.057766, 0.290510
42, 0.780348, 0.172050, 0.050740, 0.172050, 0.031632, 0.353877
45, 0.780379, 0.172050, 0.103464, 0.172050, 0.004206, 0.328608
113, 0.780741, 0.171963, 0.016506, 0.171963, 0.035926, 0.384382
55, 0.780475, 0.171901, 0.019946, 0.171901, 0.005161, 0.411566
122, 0.779890, 0.172006, 0.063460, 0.172006, 0.049316, 0.323102
59, 0.780291, 0.172022, 0.024108, 0.172022, 0.037324, 0.374816
140, 0.781279, 0.171961, 0.033239, 0.171961, 0.002043, 0.402074
61, 0.781373, 0.171970, 0.037104, 0.171970, 0.018884, 0.381444
147, 0.779794, 0.172018, 0.026009, 0.172018, 0.006210, 0.403540
69, 0.781143, 0.172003, 0.027301, 0.172003, 0.004858, 0.404979
159, 0.780825, 0.172197, 0.032807, 0.172197, 0.004189, 0.399434
74, 0.780840, 0.172010, 0.139725, 0.172010, 0.007107, 0.289988
170, 0.780901, 0.172068, 0.010663, 0.172068, 0.005072, 0.421030
75, 0.780815, 0.171992, 0.070468, 0.171992, 0.031477, 0.334887
171, 0.781071, 0.172050, 0.031832, 0.172050, 0.063114, 0.342025
175, 0.780812, 0.171996, 0.027592, 0.171996, 0.004347, 0.404880
129, 0.780824, 0.172231, 0.011637, 0.172231, 0.003894, 0.420831
86, 0.780632, 0.172029, 0.066122, 0.172029, 0.081147, 0.289304
